id,query_string,repository_id,repository_url,project_url,version,title,description,language,doi,upload_date,download_date,download_repository_folder,download_project_folder,download_version_folder,download_method
254,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/CRFHDU,2.2,"Family Life Project: A Longitudinal Adoption Study, 1969-1989","This 20-year longitudinal study, begun in 1969-1970, examines the influence of adoption on child and family development in intraracial, transracial, single-parent, and two-parent adoptive and biological families. Data collection included child, parent, and family interviews; and child completion of psychological tests, and questionnaires about racial and gender identity (e.g., Doll Puzzle, Doll Test, Semantic Differential Pictures, Toy Preferential Pictures, Piers-Harris Children's Self-Concept Scale, and the Personal Attributes Questionnaire), intelligence (e.g., Preschool Attainment Record, Peabody Picture Vocabulary Test, and the Slosson Intelligence Test for Children and Adults), and social maturity (i.e., the Vineland Social Maturity Scale).
<br />; <br />  Collectively, the study samples consisted of 158 African-American children ranging from birth to age two, and with approximately equal numbers of females and males. Seventy-five percent of adopting families were from the upper middle and middle class, and 25% were working class.<br />; <br />  The study participants were selected from single-parent, transracial, and traditional adoptive placements made by two Chicago agencies. The study included five groups: single parents at adoption; white parents transracially adopting; African-American parents adopting African-American children; single parents of biological children; and two-parent African-American families with biological child. Data collection has been continuous over 20 years with data collection periods spanning 1969-1972 across groups at Time I; 1973-1976 for all groups at Time II; 1977-1981 at Time III; 1982-1987 for Time IV; and 1987-1989 for Time V.
<br />; <br />  The Murray Research Archive holds original record paper data from each cohort and each wave.",,10.7910/DVN/CRFHDU,2018-02-01,2026-04-21T00:06:30,harvard-murray-archive,10.7910_DVN_CRFHDU,v2.2,API-CALL
255,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/EHAFZM,1.3,"Identity and Intimacy in Marriage: A Study of Couples, 1990-1992","This study examined identity and intimacy issues in the lives of married adults. More specifically, intimacy in married couples was viewed as a product of both partners' identities. Thus, this data set contains complementary data from both partners in married couples.
<br /><br />  A group of 40 married couples from the greater metropolitan area of a Northeastern city served as a sample for this study. The couple selection was based on three criteria: married five to 20 years, no more than five children, not involved in marital counseling. Volunteers for the study were obtained from local media advertising including an incentive offer of discount entertainment tickets.<br /><br />  Partners in the study independently completed the Adult Intimacy Interview, a modification of the Intimacy Status Interview of Tesch and Whitbourne (1982). Topics included: sharing of daily responsibilities; career decisions; friends and/or hobbies outside of the relationship; awareness of partner's sexual needs, emotional status and perspective on other issues; use of free time; and descriptions of feelings towards partner.
<br /><br />  Each partner also completed the Spanier Dyadic Adjustment Scale and the Ebmeyer Role Performance Scale. Couples were then brought together to discuss three topics for five minutes each. These sessions were audiotaped without the interviewer present. The discussions covered things participants did to please their partners, coming to a consensus on the Role Performance Scale (Ebmeyer, 1982), and an issue of recent concern to the couple. Two years later, some of the couples were sent a follow-up questionnaire asking them to describe any significant changes in their lives.
<br /><br />  The Murray Research Archive holds all interview transcripts from the study. Communication excerpts and final questions are available for most participants. For some participants there are also follow-up questionnaires. The collection does not include the Ebmeyer Role Performance Scales or the Spanier Dyadic Adjustment Scales.",,10.7910/DVN/EHAFZM,2022-09-07,2026-04-21T00:06:44,harvard-murray-archive,10.7910_DVN_EHAFZM,v1.3,API-CALL
256,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/Y6U699,2.2,"Development of Conceptions of Masculinity and Femininity, 1976","This study explored children's and adolescents' concepts of masculinity and femininity from a cognitive developmental perspective. The following three hypotheses were examined: (1) there are age-related changes in the mode of conceptualizing male and female differences, proceeding from biological through societal to psychological ascriptions; (2) both personally descriptive and socially prescriptive sex role judgments can be distinguished; and (3) sex role development proceeds beyond the level of conformity to socially accepted stereotypes to an attempt to construct ideal standards consistent with principles of equality and freedom.
<br />

<br />  Participants were 67 children and adolescents ranging in age from six to 18 years. Five males and five females at two-year intervals (i.e., grades 1, 3, 5, 7, 9, and 11) were randomly sampled from the files of a suburban school system. The 18-year olds were first-year students from a highly selective college.<br />

<br />  The open-ended, individual interviews were designed to examine beliefs about men and women along four general dimensions: competence, power, nurturance, and activity level. The content and style of the questions were adapted to suit the vocabulary and the experiences of different age groups. The items included both direct questions on these dimensions as well as questions framed within the social context of work, family, and interpersonal relationships. Each subject was probed about the
basis on which sex role judgments were made, as well as on the need or desirability to conform to masculine and feminine stereotypes. Measures of moral judgment and social conventional reasoning were also given.
<br />

<br />  The Murray Research Archive holds data from both the sex role interview, and the moral judgment interview.",,10.7910/DVN/Y6U699,2022-02-20,2026-04-21T00:06:54,harvard-murray-archive,10.7910_DVN_Y6U699,v2.2,API-CALL
257,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/J8MLKF,2.3,"After the Institute: Fellows' Accomplishments and Assessments, 1977","This study was designed to describe the accomplishments of former Radcliffe Institute fellows and to assess the role of institute affiliation in their careers.
<br /><br />
The sample consisted of 181 women who were fellows during the years 1961-1962 through 1976-1977. In November, 1977, questionnaires were sent to 443 women who were former members of the institute. Instruments were returned by 195 fellows, 181 of which were released by the fellows for inclusion in the Murray Research Archive.<br /><br />
The brief four-page questionnaire included open-ended items on occupation and professional accomplishments, career influences, attitudes about combining and allocating time between family and career, and brief precoded questions on marital status and children. In addition,the questionnaire asked about the institute's role in affecting career development, especially in comparison with men in similar fields.<br /><br />
The Murray Research Archive holds all the original record paper data from the study. Original record paper data from this data set are stored off-site and can be retrieved upon request from approved data users.",,10.7910/DVN/J8MLKF,2022-02-20,2026-04-21T00:07:03,harvard-murray-archive,10.7910_DVN_J8MLKF,v2.3,API-CALL
258,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/0YMDFQ,3.2,"Women Volunteering, 1984","This data set contains open-ended, unstructured interviews with 45 women, described in a book by Kaminer, ""Women Volunteering: The Pleasure, Pain, and Politics of Unpaid Work from 1830 to the Present."" The interviews explore the relationships among volunteering, feminism, and family life for women in the 1980s.
<br /><br />  The participants vary in age, ethnicity, and race. Some of the women volunteer exclusively; some are former full-time volunteers, now in the paid work force; some combine volunteering and paid work. The interviews examine the satisfactions and dissatisfactions that volunteering brings to these women's lives. In the unstructured interviews, the women speak candidly about their personal decisions and motivations to volunteer.<br /> <br /> The Murray Archive holds additional analogue materials for this study (interview transcripts). If you would like to access this material, please apply to use the data.",,10.7910/DVN/0YMDFQ,2022-09-07,2026-04-21T00:07:13,harvard-murray-archive,10.7910_DVN_0YMDFQ,v3.2,API-CALL
259,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/P6FKI3,1.1,"Identity Development in Adult Women and Men, 1980-1982","This study was designed to explore the perspectives of adult men and women, ages 24-61, in the areas of family, work, values, aging, and sexuality. These areas taken together were considered to be a self-evaluation of the person's sense of identity.
<br /><br />  The original sample consisted of 94 adults (47 males, 47 females) living in the metropolitan area of a moderate-size city in upstate New York. Family situations and socioeconomic status were quite varied as were educational levels which ranged from ninth grade to the Ph.D. level.<br /><br />  The data were collected in two phases. From December 1980 to September 1981, Time 1 measures were administered, and a year later Time 2 data were collected. Two interviews were administered in the Time 1 interview session, the Adult Identity Process Interview and the Life History Interview. The Adult Identity Interview began by asking the participant to divide a circle diagram into the ""Most Important Areas of My Life"" which the interviewer then used to structure the interview questions. Similarly, the Life History Interview began by asking the participant to draw his/her life along a time line continuum which was used for  structured questions regarding the participant's earlier life experiences.
<br /><br />  Time 1 measures include 93 Adult Identity Process Interviews, ""The Most Important Areas of My Life"" diagrams, Life Drawings, and Biographical Data Questionnaires (coded data and code book available). Time 2 data include more Life Drawings and Life Change measures. The Murray Research Archive holds all original record paper data from Time 1 and Time 2 of the study.",,10.7910/DVN/P6FKI3,2018-02-04,2026-04-21T00:07:21,harvard-murray-archive,10.7910_DVN_P6FKI3,v1.1,API-CALL
260,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/HHB8EN,2.2,"Harvard Medical School Alumni, 1978","This study, begun in March, 1978, was designed to explore the career patterns of women graduates from Harvard Medical School, and to determine the extent to which these patterns differ from those of the school's male graduates.
<br /><br />

The first group of participants were graduates from 1967-1977. The sample was chosen by selecting the name of each woman and the adjacent man's name from alphabetical alumni lists.<br /><br />

The research was expanded to include a sample of alumni from the classes of 1949-1966 in addition to soliciting more data from the 1967-1977 participants. The second questionnaire (Questionnaire II) sent to the 1967-1977 participants added questions on background and parents' occupational history, changes in career plans, and division of labor and child care. There were also some open-ended questions about differences between same and opposite sex career paths, career aspirations, reasons for changes in career plans and/or disruptions, illness, and income.
<br /><br />

Participants from the classes of 1949-1966 were sent a four-page questionnaire (Questionnaire III) that covered the information in the other two questionnaires, so that the completed data from the two sets of alumni would be comparable.<br /><br />

The Murray Research Archive has original record paper data from almost 500 participants.",,10.7910/DVN/HHB8EN,2022-02-22,2026-04-21T00:07:30,harvard-murray-archive,10.7910_DVN_HHB8EN,v2.2,API-CALL
261,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/LV7GNQ,2.2,"Study of a Filipino Community in California, 1979-1980","The purpose of this study was to examine the social and economic processes involved in defining and maintaining Filipino identity and ethnic solidarity within the Filipino community. The study included 130 participants consisting of 45 pre-World War II immigrants, 40 post-World War II immigrants, 26 U.S.-born Filipino-Americans, and 19 mixed-parentage Filipino-Americans. The sample consisted of residents of Salinas, CA in the late 1970s/early 1980s.
<br /><br />  In-depth interviews were conducted at the participants' home. Interviews included open-ended questions which were taped. Participants were asked about immigration experiences, ethnic identity, social relations, acculturation, economic relations, and family relationships. A Korean community hearing and a Filipino community hearing are also included in the data. The hearings were public meetings between government officials and ethnic communities; topics discussed included unemployment, poverty, housing, schools, healthcare, elderly programs, youth programs, legal services and immigration services.
<br /><br />  The Murray Archive holds additional analogous materials for this study: data for 45 of the 130 original participants in both audiotape and electronic text file formats. If you would like to access this material, please apply to use the data.  <br/><br /><b>Audio Data Availability Note:</b> This study contains audio data that have been digitized. There are 58 audio files available.",,10.7910/DVN/LV7GNQ,2022-09-07,2026-04-21T00:07:39,harvard-murray-archive,10.7910_DVN_LV7GNQ,v2.2,API-CALL
262,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/6KSI51,2.0,"The Divorce Experience of Middle-and Working-Class Women, 1984","The purpose of this study was to generate a description of the divorce experience from the perspectives of working and middle class women, and to investigate the relationship of socioeconomic factors to postdivorce adjustment through a series of case studies.
<br /><br />  The participants were 12 women, 6 of whom were working class and six of whom were middle class, as specifically defined by the author in her dissertation. All of the women were white, between the ages of 27 and 33, and had been divorced not less than a year and a half and not more than two years. Each participant had at least one child living with her and had been divorced only once. All of the working-class participants were part- or full-time students.<br /><br />  An open-ended, structured interview schedule was employed. The three main categories and subsequent areas that were addressed are as follows: 1) the pre-divorce conditions, including the participant's perception of her marriage; her inner strengths; her support system; and her relationship with her husband, children, in-laws, and family of origin; 2) the divorce, including emotional reaction to the final separation; financial, parenting, and interpersonal concerns; and 3) post-divorce adjustments in the above mentioned realms.
<br /><br />  The Murray Archive holds additional analogue materials for this study (12 interview transcripts from the study). If you would like to access this material, please apply to use the data.",,10.7910/DVN/6KSI51,2014-03-25,2026-04-21T00:07:44,harvard-murray-archive,10.7910_DVN_6KSI51,v2.0,API-CALL
263,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/FHMWIC,1.3,"Six Cultures Study: Orchard Town, 1954-1955","This data set is part of a larger cross-cultural study which explored the relation between patterns of child rearing and their impact on personality development both within and across cultures. The study was designed to determine the degree to which experiences in early childhood influence behavior, perceptions of the world, life-philosophies, religious beliefs and codes of ethics in adulthood.
<br /><br />  A pair of investigators moved into a New England neighborhood to study a group of mothers to be used in the cross-cultural comparison. Using the same ethnographic methods applied by all the field teams stationed around the world, this study examined the child-training practices and the hypothesized individual and cultural differences in personality, especially in the areas of aggression, dependency, and the internalization of various mechanisms of behavior control. In order to provide an ethnographic perspective, a group of participants who were familiar (neighbors) with one another were observed. Twenty-four mothers were studied in relationship to one of their children, and each of the 24 children (ages three to 10) was observed and interviewed. Child observations were made in the various settings in which the child spent his/her time (e.g., breakfast at home, playing in the schoolyard), including situations that arose within these settings (such as insults or reprimands), and the child's responses to these situations (e.g., self-reliance, obedience, aggression, etc.). Parent interviews focused on care-taking behaviors (e.g., weaning and self-reliance training, nurturance, sociability, etc.). The children were also interviewed and administered Thematic Apperception Tests (TATs).
<br /><br />  The Murray Research Archive holds copies of the original observational records of the children, and the parent and child interviews for the twenty-four mothers and twenty-four children.",,10.7910/DVN/FHMWIC,2022-09-07,2026-04-21T00:07:52,harvard-murray-archive,10.7910_DVN_FHMWIC,v1.3,API-CALL
264,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/ARTMZ8,1.2,"The Professional Status of Male and Female Academy of Management Members: A Comparison of Perceptions, 1975-1976","The Committee on the Status of Women in the Management Profession commissioned this study to obtain information about the education, professional status, and career development of persons in, or desiring to enter, the management profession. This study investigated the professional status of 90 male and 81 female Academy of Management members.
<br /><br />
In March of 1975, a questionnaire was mailed to all 175 females listed in the ""1975-1976 Academy of Management Membership Directory."" Responses were received from 81 women. In February 1976, a similar form was mailed to a random sample of 175 male members. Ninety usable questionnaires were returned.<br /><br />
The variables assessed in the questionnaires include: (1) perceptions about relative salary and promotion status; (2) recent job search behavior and results; (3) impact of
the women's movement on respondent's professional life; (4) feelings about and perceptions of the professional environment and its opportunities for female Academy members; and (5) age and salary levels.
<br /><br />
The Murray Archive holds additional analogue materials for this study (coding sheets of the questionnaire data and accompanying codebooks). If you would like to access this material, please apply to use the data.",,10.7910/DVN/ARTMZ8,2022-03-30,2026-04-21T00:08:00,harvard-murray-archive,10.7910_DVN_ARTMZ8,v1.2,API-CALL
265,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/LE374E,3.0,"Minority Executives in Corporate America, 1993","The purpose of this study was to understand the processes of development and advancement that produce minority executives by examining the cultures, orientations toward executive development, and approach to promoting racial diversity in management of three major U.S. organizations.
<br /><br />

The participants were employees at three major U.S. companies. The companies were selected because they are leaders in their industries in promoting racial diversity in management. They represent industries with different levels of technological intensity, and their culture and employment practices were all different. The target participants included 54 employees: 20 Minority Executives, 13 Minority Managers, 13 White Executives, and 8 White Managers. Of theses participants, 8 were women. In addition, 158 interviews were conducted with current or former supervisors, peers, and subordinates of the target participants, and 28 interviews were conducted with corporate officers, HR professionals, and others who were or had played a role in diversity management positions such as key succession planning, affirmative action, or diversity management of the three companies.<br /><br />

Companies were asked to provide the contributor with a list of African American, Asian American, and Hispanic Americans who met the executive criteria for the study. A subset of these individuals was selected. Based on this group of minorities, a group of individuals was then selected from each of the comparison groups: White executives, plateaued minority managers, and plateaued White managers. The study consisted of Focal Interviews, Role Set Interviews, Corporate Interviews, and included personnel records, archival data, and other documents. The Focal Interview was administered to the 54 target participants and its purpose was to enable the participants to describe their upbringing, education, and career as they experienced it. This interview collected information to build personal histories and career biographies, explored issues salient to career experiences such as race, developmental relationships, and critical career incidents, sought to understand the effects of corporate context on career and development, and enabled participants to describe their careers from their personal perspective. The Role Set interview was administered to the 158 current or former supervisors, peers, and subordinates of the target participants. The purpose of this interview was to obtain additional perspectives on the target participants' strengths, weaknesses, management style, their career development, and the extent their race and gender influenced behavior. The Corporate Interview was administered to the 28 corporate officers, HR professionals, and others who were or had played a role in diversity management positions such as key succession planning, affirmative action, or diversity management of the three companies. The purpose of this final interview was to understand the histories, culture, executive development, and approaches to promoting racial diversity in management of the three organizations. Lastly, personnel records were used to construct individual career biographies and to validate interview data, archival records from one organization was used to validate career trajectory patterns, and published and unpublished documents were gathered on each companies' diversity efforts over a thirty year period. Variables assessed include supervisory positions, tenure, upbringing, career history, education, race, mentors, high and low career points, management style, and strengths and weaknesses.
<br /><br />

The Murray Research Archive holds electronic text file transcripts from this study.",,10.7910/DVN/LE374E,2024-09-22,2026-04-21T00:08:08,harvard-murray-archive,10.7910_DVN_LE374E,v3.0,API-CALL
266,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/UZ9BAZ,4.0,"Black Professional Women, 1969","The purpose of this study was to explore the special conditions which enable African American professional women to create a self-image and achievement value system, the problems attendant to traditional female roles, and the reinforcing components of the work situation. The study was also conducted in order to test the findings of a similar study the researcher did with White women lawyers, also archived at the Murray Center (see Related Datasets below).
<br />; <br />  In 1969, the researcher interviewed 35 African American women in the following professions: law, medicine, dentistry, university teaching, journalism, business, and social service administration. Nursing, social work, and teaching at other than the university level were excluded.<br />; <br />  A structured, open-ended interview was employed. The questions included nature of work, clients, disadvantages of being a woman, disadvantages of being African American, relationships at work, professional associations, community organizations, education, demographics, family life, income, and dual-career conflict.<br />; <br />  The Murray Archive holds additional analogue materials for this study: original record paper data for 35 women, including interviews and other descriptive materials. The Murray Archive also holds audiotaped interviews. If you would like to access these materials, please apply to use the data.; <br /><b>Audio Data Availability Note:</b> This study contains audio data that have been digitized. There are 33 audio files available.",,10.7910/DVN/UZ9BAZ,2022-02-02,2026-04-21T00:08:17,harvard-murray-archive,10.7910_DVN_UZ9BAZ,v4.0,API-CALL
267,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/XFSLLR,3.0,"Gender and Latina Politics in Boston, 1988-1991","The main purpose of study was to examine efforts to increase political participation in the Boston Latino community, and also to explore ways in which Latinas take interest in and involve themselves in politics.
<br />; <br />  The sample consisted of 53 Latino-American participants; 31 participants who were considered ""Influential Latinos"" (""la gente professional"") and; 22 participants defined as ""La Gente del Pueblo"" (""the common folk""). The sample consisted of 29 female and 24 male participants, and was ethnically diverse including participants originating from Central and South America, as well as the Carribean.<br />; <br />  The study was conducted between 1988 and 1991 using a qualitative, exploratory ethnographic field study design. Topics generally covered in the study focused on problems facing Latinos in Boston, and how to resolve these problems; political mobilization efforts; politicization process in terms of migration experiences, politics as a problem-solving process, participation in traditional political activities.<br />; <br />  The Murray Research Archive holds the following data: audiotaped interviews with 13 influential Latinas, 18 influential Latinos, 17 La Gente Latinas, and six La Gente Latinos. Deidentified transcripts of these interviews are available for 11 influential Latinas, 18 influential Latinos, 11 La Gente Latinas, and three La Gente Latinos.  <br/><br /><b>Audio Data Availability Note:</b> This study contains audio data that have been digitized. There are 111 audio files available.",,10.7910/DVN/XFSLLR,2018-09-21,2026-04-21T00:08:28,harvard-murray-archive,10.7910_DVN_XFSLLR,v3.0,API-CALL
268,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/GA2VMR,3.6,"Study of Temperament, 1987 - 1998","The purpose of this study was to examine human temperament in children from infancy to  adolescence, and to determine if early signs of inhibited or uninhibited behavior in infancy determined future temperament profiles.
<br /><br />   	Subjects were recruited from Caucasian, middle-class mothers who followed all of their prenatal guidelines, had uncomplicated pregnancies and deliveries, and gave birth to healthy babies. Most of the mothers had college degrees.  The infants were first assessed at 4 months of age.<br /><br />    	All of the evaluations took place in a structured laboratory environment. The infants were followed up at 14 and 21 months, 4.5 years, 7 years, and when the kids were between 10-12 years of age.  Variables assessed included reaction to unfamiliar stimuli, spontaneity, ability to socialize, age-appropriate behavior, shyness, fearfulness, and anxiety.  Cognitive test, behavioral observations, and maternal questionnaires were used to assess information about the participants.
<br /><br />   The Murray Center holds videotape (in DVD format) and Audiotape (digital) data for each wave of data collection.  Numeric data files were never archived. <br/><br /><b>Audio Data Availability Note:</b> This study contains audio data that have been digitized. There are 291 audio files available.",,10.7910/DVN/GA2VMR,2024-09-24,2026-04-21T00:08:37,harvard-murray-archive,10.7910_DVN_GA2VMR,v3.6,API-CALL
269,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/6ZGMKI,4.3,"Study of Female-Headed Households in the Rural Mid South, 1989-1991","This study builds on a one-year pilot project conducted in a single county in Northern Mississippi and funded by the Ford Foundation which examined the social factors underlying the formation, coping and survival strategies of female-headed households in the rural south. This study expands the pilot study to include four rural counties in the United States. It examines the lives of low-income female-headed households in these counties, including the support network of the participants, job opportunities available to them, their coping mechanisms, their relationships with men, the organization and administration of the local public welfare and social service delivery system, and the political and civic environment of a rural community. Participants were asked to describe aspects of the community in which they live, the state-supported services available to them, and the work opportunities available.
<br /><br />

Approximately 18-24 Black and White women heads of households in this study were selected from each of two counties in Mississippi and two counties in Tennessee. They were between 20 and 40 years of age, and of mixed socioeconomic backgrounds. Social service agency heads, fathers, school superintendents, and business leaders were also interviewed. Participants were located through local headstart programs, through schools, referrals from social service agencies, and through the participants themselves.<br /><br />

Data were collected through semi-structured, open ended life history interviews with the women, and extensive interviews with local political and civic leaders, managers and owners of local businesses, politicians, and welfare department directors and staff members. Variables assessed include family background, household composition, education, children, childcare, networks, religious organizations and activities, childbearing and goals and practices, employment, ways to supplement income, relationships, marital plans and values, fertility, health care, food and diet, housing, community and volunteer organizations, politics, income and income distribution, public aid/welfare department, race relations, and life events. A questionnaire was administered to the fathers assessing demographics, employment, family background, children, child support, extended family networks, marriage, religion, and the relationship with the child's mother. Social service agency heads were asked about the organizational structure of their jobs, how the agency was funded, the main problems in the community, the most important public and service organizations in the community, how effective their agency was in providing services to the community, how local businesses and industries respond to community needs, what they believed to be the most important cause of poverty in America, and they were asked typical community concern questions. The business leaders were asked to describe opportunities, obstacles, and prospects for different kinds of economic development in the county, the kind of labor force available and the skill level required, and their views on the problem of poverty in the county. School superintendents were asked about the special needs of the children from female headed households, about funds available for special programs, about teaching staff, mentors, drug problems in the schools, and receiving support from the school board members. Lastly, welfare department personnel were asked about the main problems in the community, how the local businesses and industries were responding to community needs, and if enough money was being spent on unemployment, housing, healthcare, and the general welfare of the community.
<br /><br />

The Murray Archive holds additional analogue materials for this study (audiotape and electronic text files of the interviews). If you would like to access this material, please apply to use the data.  <br/><br />

<b>Audio Data Availability Note:</b> This study contains audio data that have been digitized. There are 442 audio files available.",,10.7910/DVN/6ZGMKI,2022-09-07,2026-04-21T00:08:42,harvard-murray-archive,10.7910_DVN_6ZGMKI,v4.3,API-CALL
270,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/7CPPE6,2.3,"Achieving Society: Characteristics of Entrepreneurs, 1961","This study was undertaken to investigate the relation between need for achievement and entrepreneurial behavior among established businessmen of several cultures, in order to relate achievement motivation to actual business success. The sample consisted of male managers and professionals (e.g., doctors, lawyers, teachers, theologians) from the United States, Italy, Turkey, and Poland. Achievement motivation was assessed from the participants' written responses to six Thematic Apperception Test (TAT) cues. Data were also collected on background characteristics. Other American managers responded to interest and attitude questionnaires which were concerned with the participants' values, beliefs, and preferences regarding their work and business life. These data consist primarily of agree-disagree items such as ""Seniority should be given greater weight than merit in giving promotions,"" ""I like to work for an organization where some one person at the top makes the decisions so that others will know what they are supposed to do,"" and ""I approve of a career or job outside the home for married women.""
<br /><br /> The Murray Research Archive holds the following original record paper data: (1) Thematic Apperception Test protocols of (a) American middle and senior level managers of both public and private institutions (N=275), (b) Italian managers and professionals (N=305), and (c) Polish professionals (N=79); (2) the Business Attitude surveys from one group of American managers (N=62); and (3) the Interests and Attitudes survey of one group of American middle managers (N=139). The Murray Archive does not hold data collected from the Turkish professionals (N=65).",,10.7910/DVN/7CPPE6,2018-03-22,2026-04-21T00:08:51,harvard-murray-archive,10.7910_DVN_7CPPE6,v2.3,API-CALL
271,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/CR5DOE,2.2,"Longitudinal Ego and Moral Study of Women's Lives, 1973-1977","This study began in the spring of 1973 as a psychological growth curriculum designed to promote and test the ego and moral development of a group of female high school students. The curriculum was developed by the contributor with a classroom teacher and school counselor through the Minneapolis Public Schools/University of Minnesota Developmental Education Program.
<br /><br />

The sample consisted of 23 female high school sophomores who registered for a one term elective class, ""A Study of Women Through Literature,"" at an urban public high school. Subsequent to the initial 1973 curriculum intervention, 21 of the original 23 students were followed up annually for four years. The participants were 15-1/2 to 16 years old at the time of the initial testing.<br /><br />

The pretests included a moral judgment interview (Kohlberg, 1969), a sentence completion measure of ego maturity (Loevinger and Wessler, 1970), an attitude toward women scale (Spence, 1973), a self-report questionnaire of critical events, and demographic information. Students then participated in the 12-week course which included field interviewing of girls and women across the life span. The interview format was designed to aid students in understanding the major motivational and value positions of their interviewees, as well as to illustrate differences in developmental stages. Students also read plays and short stories selected to provide a developmental view of ego and moral maturity, and studied articles on issues of women's rights and roles. At the course's conclusion and in the four annual follow-ups, the students completed the above mentioned measures. In 1976-1977, subjects also received a measure of identity that was developed by Gilligan.
<br /><br />

The Murray Research Archive holds the completed questionnaires and developmental measures for data collected from 1973 to 1977. A 1981 follow-up of the sample was also completed; the follow up data are not available.",,10.7910/DVN/CR5DOE,2022-03-30,2026-04-21T00:09:00,harvard-murray-archive,10.7910_DVN_CR5DOE,v2.2,API-CALL
272,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/CFCKDB,5.3,"The Monica Study, 1953-1995","The Monica Study is perhaps the single largest prospective case study ever conducted, including 42 years of film, video, interview, and psychological testing data of an individual and 15 of her family members. It documents the life of Monica, an American woman born with congenital atrasia of the esophagus who was fed by a gastric fistula until 2 years of age when corrective surgery was performed.<br /><br />  The project began in October of 1953 when Drs. Franz Reichsman and George Engel met Monica, age 15 months, while she was hospitalized for retarded growth and development, depression and malnutrition. What began then as a limited case study of depression in an infant with a gastric fistula expanded into an intensive, multimethod, multimedia, longitudinal exploration of her life. After filming and testing Monica during this nine month hospital stay, the research team continued to follow her development after reconstructive surgery of the esophagus at age two, into childhood, adolescence, and adulthood. Monica married at age 19 and bore four daughters over the next seven years. Data collection of Monica, her mother, siblings, husband and four children, continued until Murray Center acquisition of the data in 1995. Investigators anticipate continued contact with Monica and her family in the future.
<br /><br />  The Murray Archive holds additional analogue materials for this study (11 hours of silent film (transferred to video) dating from 1953 to 1976; 40 hours of video, dating from 1972 to 1994; 232 interviews (with Monica and family members); 252 psychological tests (including projective, personality, and intelligence tests of Monica and family); 464 notes from observation of laboratory testing sessions, 39 notes from phone conversations; 148 transcripts of laboratory sessions; 57 pieces of artwork (by Monica, her siblings, and her children); 36 items of correspondence; 30 experiments; 56 medical notes; 6 newspaper articles; 145 other notes and items; 1586 photographs; and 248 audiotapes of laboratory sessions).
<b>The paper data for this study have been digitized</b>. This material can be accessed with an approved application form.  <br/><br /><b>Audio Data Availability Note:</b> This study contains audio data that have been digitized. There are 130 audio files available.",,10.7910/DVN/CFCKDB,2018-03-09,2026-04-21T00:09:11,harvard-murray-archive,10.7910_DVN_CFCKDB,v5.3,API-CALL
273,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/EMMLNN,1.2,"SUNY-University of Hawaii Cross-Cultural Study, 1970-1971","The purpose of this study was to examine the manner in which an ethnic group, living in a host society, responds to forces for change over several generations in terms of family and kinship units, social relationship systems, and norms and values.
<br /><br />  This selective non-probability sample included 61 second generation (Nisei), and 43 third generation (Sansei) Japanese-American families residing in a Japanese American community in Honolulu, Hawaii. An additional sample of community leaders was also included.<br /><br />  Interviews with families were conducted in 1970-1971. Interviews ranged from 90 minutes to three hours. Selection prerequisites for participating families required that both parents be Japanese; families were still intact whereby some children were still living at home; socially and psychologically families were adaptive. For the sample as a whole, families were selected so that both nisei and sansei generations, as well as socioeconomic and educational levels, were adequately represented in the sample. Interviews explored four broad topics, relationship with spouse; parents and children; family and relatives; and family and community.
<br /><br />  The Murray Archive holds analogue materials for this study: original record demographic data sheets; interview schedules; and notes for 99 of the original 104 families. Follow-up of study participants is possible if performed with the collaboration of the contributor). If you would like to access this material, please apply to use the data.",,10.7910/DVN/EMMLNN,2022-09-07,2026-04-21T00:09:30,harvard-murray-archive,10.7910_DVN_EMMLNN,v1.2,API-CALL
